Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Candida albicans P57055,NA,NA,NA,NA,NA,NA,NA,NA,1094996,GCA_000775505.1,PTHR12848.orig.30.pir,KGU37688.1,2.2e-12,45.4,57.5,2e-8,32.4,1.3,KGU37748.1,0,1419.8,2.3,0,1419.4,2.3,TCO and RAPTOR
Candida albicans P75063,NA,NA,NA,NA,NA,NA,NA,NA,1094997,GCA_000775525.1,PTHR12848.orig.30.pir,KGU36066.1,6.4e-13,47.2,56,2e-8,32.4,1.3,KGU36127.1,0,1419.9,2,0,1419.5,2,TCO and RAPTOR
Candida albicans P76067,NA,NA,NA,NA,NA,NA,NA,NA,1094999,GCA_000784495.1,PTHR12848.orig.30.pir,KHC43312.1,2.2e-12,45.4,57.5,2e-8,32.4,1.3,KHC43372.1,0,1418.6,2.2,0,1418.2,2.2,TCO and RAPTOR
Candida albicans P76055,NA,NA,NA,NA,NA,NA,NA,NA,1094998,GCA_000784505.1,PTHR12848.orig.30.pir,KHC40518.1,2.2e-12,45.4,57.5,2e-8,32.4,1.3,KHC40578.1,0,1420.8,2.4,0,1420.4,2.4,TCO and RAPTOR
Candida albicans P37039,NA,NA,NA,NA,NA,NA,NA,NA,1094993,GCA_000784515.1,PTHR12848.orig.30.pir,KHC62095.1,2.4e-12,45.3,57.5,2.9e-8,31.8,1.4,KHC62155.1,0,1419.7,2.4,0,1419.3,2.4,TCO and RAPTOR
Candida albicans P60002,NA,NA,NA,NA,NA,NA,NA,NA,1094986,GCA_000784525.1,PTHR12848.orig.30.pir,KHC57441.1,2.2e-12,45.4,57.5,2e-8,32.4,1.3,KHC57501.1,0,1420,2.3,0,1419.6,2.3,TCO and RAPTOR
Candida albicans P75010,NA,NA,NA,NA,NA,NA,NA,NA,1094994,GCA_000784575.1,PTHR12848.orig.30.pir,KHC68651.1,1.6e-13,49.2,55,2e-8,32.4,1.3,KHC68711.1,0,1419.7,2.4,0,1419.3,2.4,TCO and RAPTOR
Candida albicans P75016,NA,NA,NA,NA,NA,NA,NA,NA,1094995,GCA_000784595.1,PTHR12848.orig.30.pir,KHC75894.1,6.3e-13,47.2,56,2e-8,32.4,1.3,KHC75955.1,0,1419.9,2,0,1419.5,2,TCO and RAPTOR
Candida albicans P78042,NA,NA,NA,NA,NA,NA,NA,NA,1095000,GCA_000784615.1,PTHR12848.orig.30.pir,KHC85076.1,2.2e-12,45.4,57.5,2e-8,32.4,1.3,KHC85136.1,0,1419.8,2.3,0,1419.4,2.3,TCO and RAPTOR
Candida albicans SC5314,NA,NA,NA,NA,NA,NA,NA,NA,237561,GCA_000784635.1,PTHR12848.orig.30.pir,KHC83259.1,1.6e-12,45.9,57.3,2e-8,32.4,1.3,KHC83319.1,0,1419.7,2.4,0,1419.3,2.4,TCO and RAPTOR
Candida albicans SC5314,NA,NA,NA,NA,NA,NA,NA,NA,237561,GCA_000784655.1,PTHR12848.orig.30.pir,KHC89652.1,1.6e-12,45.9,57.3,2e-8,32.4,1.3,KHC89712.1,0,1418.2,2.2,0,1417.8,2.2,TCO and RAPTOR
Candida albicans Ca6,NA,NA,NA,NA,NA,NA,NA,NA,1165368,GCA_000784695.1,PTHR12848.orig.30.pir,KHC48994.1,6e-13,47.3,55.9,2e-8,32.4,1.3,KHC49055.1,0,1420,2.3,0,1419.6,2.3,TCO and RAPTOR
Erysiphe necator,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,52586,GCA_000798715.1,PTHR12848.orig.30.pir,KHJ30678.1,4.9e-9,34.4,19.1,4.7e-8,31.2,18.8,KHJ35166.1,0,1439,1,0,1438.4,1,TCO and RAPTOR
Metarhizium majus ARSEF 297,NA,NA,NA,NA,NA,NA,NA,NA,1276143,GCA_000814945.1,PTHR12848.orig.30.pir,KIE03486.1,1.3e-7,30.6,4.6,0.002,16.8,0,KIE00282.1,0,1506.1,0.5,0,1505.7,0.5,TCO and RAPTOR
Kluyveromyces dobzhanskii CBS 2104,NA,NA,NA,NA,NA,NA,NA,NA,1427455,GCA_000820885.1,PTHR12848.orig.30.pir,CDO94916.1,3.1999999999999994e-167,556.2,48.9,4.0999999999999994e-167,555.8,48.9,CDO91937.1,0,1362.1,13.6,0,1361.7,13.6,TCO and RAPTOR
Lachancea lanzarotensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,1245769,GCA_000938715.1,PTHR12848.orig.30.pir,CEP64773.1,1.4000000000000001e-98,329.7,54.8,2.1e-98,329.1,54.8,CEP64052.1,0,1366,9,0,1365.5,9,TCO and RAPTOR
Parasitella parasitica,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Parasitella,35722,GCA_000938895.1,PTHR12848.orig.30.pir,CEP17596.1,2.5e-15,56.2,0.9,2.5e-15,56.2,0.9,CEP08758.1,0,1412.9,17.9,0,1412.6,17.9,TCO and RAPTOR
Lichtheimia ramosa,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia,688394,GCA_000945115.1,PTHR12848.orig.30.pir,CDS05171.1,4e-9,35.6,18.3,4e-9,35.6,18.3,CDS04029.1,0,1469.8,17.6,0,1469.3,17.6,TCO and RAPTOR
Mucor ambiguus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,91626,GCA_000950595.1,PTHR12848.orig.30.pir,GAN06715.1,2.5e-13,49.4,6.3,2.5e-13,49.4,6.3,GAN01768.1,0,1482.4,5.9,0,1482,5.9,TCO and RAPTOR
Eremothecium gossypii FDAG1,NA,NA,NA,NA,NA,NA,NA,NA,1034331,GCA_000968835.1,PTHR12848.orig.30.pir,AEY97629.1,5.6e-94,314.4,26.9,1.2999999999999999e-73,247.1,17.1,AEY96550.1,0,1393.3,12.2,0,1392.8,12.2,TCO and RAPTOR
Saccharomyces cerevisiae YJM195,NA,NA,NA,NA,NA,NA,NA,NA,1294305,GCA_000975585.2,PTHR12848.orig.30.pir,AJV96488.1,1.4e-117,392.5,64,2.8999999999999997e-117,391.4,64,AJU26518.1,0,1418.5,18.7,0,1418.1,18.7,TCO and RAPTOR
Saccharomyces cerevisiae YJM244,NA,NA,NA,NA,NA,NA,NA,NA,1294306,GCA_000975615.2,PTHR12848.orig.30.pir,AJV96918.1,1.0999999999999999e-117,392.8,62.9,2.3e-117,391.7,62.9,AJU26770.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1078,NA,NA,NA,NA,NA,NA,NA,NA,1296266,GCA_000975645.3,PTHR12848.orig.30.pir,AJP41969.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJP39277.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae YJM1083,NA,NA,NA,NA,NA,NA,NA,NA,1292971,GCA_000975675.2,PTHR12848.orig.30.pir,AJW10410.1,4.5e-117,390.8,65.5,9.1e-117,389.8,65.5,AJV26968.1,0,1420.7,18.9,0,1420.3,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1129,NA,NA,NA,NA,NA,NA,NA,NA,1293430,GCA_000975705.2,PTHR12848.orig.30.pir,AJV27087.1,1.0999999999999999e-117,392.8,62.9,2.3e-117,391.7,62.9,AJV27397.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM189,NA,NA,NA,NA,NA,NA,NA,NA,1294303,GCA_000975735.4,PTHR12848.orig.30.pir,AJU25705.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU26009.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM193,NA,NA,NA,NA,NA,NA,NA,NA,1294304,GCA_000975765.2,PTHR12848.orig.30.pir,AJV96068.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU26264.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae YJM248,NA,NA,NA,NA,NA,NA,NA,NA,1294307,GCA_000975795.2,PTHR12848.orig.30.pir,AJV97364.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU27018.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae YJM270,NA,NA,NA,NA,NA,NA,NA,NA,1294308,GCA_000975825.2,PTHR12848.orig.30.pir,AJV97802.1,8.3e-117,389.9,63.9,1.8e-116,388.8,63.9,AJU27273.1,0,1419.7,19,0,1419.3,19,TCO and RAPTOR
Saccharomyces cerevisiae YJM271,NA,NA,NA,NA,NA,NA,NA,NA,1294309,GCA_000975855.3,PTHR12848.orig.30.pir,AJV98240.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU27528.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae YJM320,NA,NA,NA,NA,NA,NA,NA,NA,947042,GCA_000975885.2,PTHR12848.orig.30.pir,AJV98674.1,5.7e-118,393.7,62.3,1.1999999999999999e-117,392.7,62.3,AJU27783.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM326,NA,NA,NA,NA,NA,NA,NA,NA,468558,GCA_000975915.3,PTHR12848.orig.30.pir,AJV99112.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU28037.1,0,1423.6,18.6,0,1423.2,18.6,TCO and RAPTOR
Saccharomyces cerevisiae YJM428,NA,NA,NA,NA,NA,NA,NA,NA,947044,GCA_000975945.2,PTHR12848.orig.30.pir,AJV99554.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU28284.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae YJM450,NA,NA,NA,NA,NA,NA,NA,NA,1294310,GCA_000975975.3,PTHR12848.orig.30.pir,AJV99977.1,1.4e-117,392.5,64,3e-117,391.4,64,AJU28542.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM451,NA,NA,NA,NA,NA,NA,NA,NA,502869,GCA_000976005.2,PTHR12848.orig.30.pir,AJW20246.1,1.4e-117,392.5,64,3e-117,391.4,64,AJU28796.1,0,1419.9,19.5,0,1419.5,19.5,TCO and RAPTOR
Saccharomyces cerevisiae YJM453,NA,NA,NA,NA,NA,NA,NA,NA,1294311,GCA_000976035.2,PTHR12848.orig.30.pir,AJW20688.1,7.2e-118,393.4,63,1.5e-117,392.3,63,AJU29050.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM456,NA,NA,NA,NA,NA,NA,NA,NA,1294312,GCA_000976065.2,PTHR12848.orig.30.pir,AJW21123.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJU29309.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae YJM470,NA,NA,NA,NA,NA,NA,NA,NA,1294313,GCA_000976095.2,PTHR12848.orig.30.pir,AJW21567.1,1.8e-117,392.1,63.2,3.8e-117,391,63.2,AJU29556.1,0,1419.8,18.8,0,1419.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM541,NA,NA,NA,NA,NA,NA,NA,NA,1294314,GCA_000976125.2,PTHR12848.orig.30.pir,AJW21993.1,5.7e-118,393.7,62.3,1.1999999999999999e-117,392.7,62.3,AJU29807.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM554,NA,NA,NA,NA,NA,NA,NA,NA,1294315,GCA_000976155.4,PTHR12848.orig.30.pir,AJW22432.1,5.600000000000001e-118,393.7,62.3,1.1999999999999999e-117,392.7,62.3,AJU30056.1,0,1423.6,18.6,0,1423.2,18.6,TCO and RAPTOR
Saccharomyces cerevisiae YJM555,NA,NA,NA,NA,NA,NA,NA,NA,1294316,GCA_000976185.3,PTHR12848.orig.30.pir,AJW22873.1,5.7e-118,393.7,62.3,1.1999999999999999e-117,392.7,62.3,AJU30305.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM627,NA,NA,NA,NA,NA,NA,NA,NA,1294317,GCA_000976215.2,PTHR12848.orig.30.pir,AJW23315.1,1.4e-117,392.5,64,3e-117,391.4,64,AJU30558.1,0,1418,20,0,1417.6,20,TCO and RAPTOR
Saccharomyces cerevisiae YJM681,NA,NA,NA,NA,NA,NA,NA,NA,1294318,GCA_000976245.2,PTHR12848.orig.30.pir,AJW23748.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU30813.1,0,1419.3,19.8,0,1418.9,19.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM682,NA,NA,NA,NA,NA,NA,NA,NA,1294319,GCA_000976275.4,PTHR12848.orig.30.pir,AJW24185.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU31066.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM683,NA,NA,NA,NA,NA,NA,NA,NA,1294320,GCA_000976305.2,PTHR12848.orig.30.pir,AJW24624.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJU31320.1,0,1423.6,18.6,0,1423.2,18.6,TCO and RAPTOR
Saccharomyces cerevisiae YJM689,NA,NA,NA,NA,NA,NA,NA,NA,1294321,GCA_000976335.2,PTHR12848.orig.30.pir,AJW25065.1,3.1e-119,397.9,57.3,5.299999999999999e-119,397.1,57.3,AJU31571.1,0,1419.4,18.9,0,1419,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM693,NA,NA,NA,NA,NA,NA,NA,NA,1294322,GCA_000976365.2,PTHR12848.orig.30.pir,AJW25472.1,1.0999999999999999e-117,392.8,62.5,2.3e-117,391.7,62.5,AJU31831.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM969,NA,NA,NA,NA,NA,NA,NA,NA,1294323,GCA_000976395.2,PTHR12848.orig.30.pir,AJU31949.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU32258.1,0,1421.4,18.8,0,1421,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM972,NA,NA,NA,NA,NA,NA,NA,NA,1294324,GCA_000976425.2,PTHR12848.orig.30.pir,AJU32387.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU32698.1,0,1421.4,18.8,0,1421,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM975,NA,NA,NA,NA,NA,NA,NA,NA,1294325,GCA_000976455.3,PTHR12848.orig.30.pir,AJW26388.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU32956.1,0,1421.4,18.8,0,1421,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM978,NA,NA,NA,NA,NA,NA,NA,NA,1294326,GCA_000976485.2,PTHR12848.orig.30.pir,AJU33083.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU33394.1,0,1421.4,18.8,0,1421,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM981,NA,NA,NA,NA,NA,NA,NA,NA,1294327,GCA_000976515.2,PTHR12848.orig.30.pir,AJU33517.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJU33828.1,0,1421.4,18.8,0,1421,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM984,NA,NA,NA,NA,NA,NA,NA,NA,1294328,GCA_000976545.2,PTHR12848.orig.30.pir,AJW27351.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU34086.1,0,1416.5,19.2,0,1416.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae YJM987,NA,NA,NA,NA,NA,NA,NA,NA,1294329,GCA_000976575.4,PTHR12848.orig.30.pir,AJU34207.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJU34517.1,0,1416.5,19.2,0,1416.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae YJM990,NA,NA,NA,NA,NA,NA,NA,NA,1294330,GCA_000976605.3,PTHR12848.orig.30.pir,AJW28061.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU34777.1,0,1421.4,18.8,0,1421,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM996,NA,NA,NA,NA,NA,NA,NA,NA,1294332,GCA_000976665.2,PTHR12848.orig.30.pir,AJU34896.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJU35207.1,0,1416.5,19.2,0,1416.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae YJM1133,NA,NA,NA,NA,NA,NA,NA,NA,1294333,GCA_000976695.3,PTHR12848.orig.30.pir,AJW11117.1,2.6999999999999997e-117,391.5,65.1,5.8999999999999996e-117,390.4,65.1,AJV27655.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1190,NA,NA,NA,NA,NA,NA,NA,NA,1294334,GCA_000976725.3,PTHR12848.orig.30.pir,AJW11561.1,3.1e-119,397.9,57.3,5.399999999999999e-119,397.1,57.3,AJV27904.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1199,NA,NA,NA,NA,NA,NA,NA,NA,1294335,GCA_000976755.2,PTHR12848.orig.30.pir,AJW12000.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJV28156.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1202,NA,NA,NA,NA,NA,NA,NA,NA,1294336,GCA_000976785.2,PTHR12848.orig.30.pir,AJW12443.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJV28409.1,0,1420.6,19.6,0,1420.2,19.6,TCO and RAPTOR
Saccharomyces cerevisiae YJM1208,NA,NA,NA,NA,NA,NA,NA,NA,1294337,GCA_000976815.3,PTHR12848.orig.30.pir,AJW12883.1,3.1e-119,397.9,57.3,5.299999999999999e-119,397.1,57.3,AJV28666.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1242,NA,NA,NA,NA,NA,NA,NA,NA,1294338,GCA_000976845.3,PTHR12848.orig.30.pir,AJW13303.1,1.0999999999999999e-117,392.8,62.9,2.3e-117,391.7,62.9,AJV28919.1,0,1423.6,18.6,0,1423.2,18.6,TCO and RAPTOR
Saccharomyces cerevisiae YJM1244,NA,NA,NA,NA,NA,NA,NA,NA,1294339,GCA_000976875.3,PTHR12848.orig.30.pir,AJW13742.1,1.0999999999999999e-117,392.7,62.9,2.3999999999999998e-117,391.6,62.9,AJV29178.1,0,1416.5,19.2,0,1416.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae YJM1248,NA,NA,NA,NA,NA,NA,NA,NA,1294340,GCA_000976905.2,PTHR12848.orig.30.pir,AJW14184.1,1.4e-117,392.5,64,2.8999999999999997e-117,391.4,64,AJV29428.1,0,1418,20,0,1417.6,20,TCO and RAPTOR
Saccharomyces cerevisiae YJM1250,NA,NA,NA,NA,NA,NA,NA,NA,1294341,GCA_000976935.2,PTHR12848.orig.30.pir,AJW14614.1,1.0999999999999999e-117,392.8,62.9,2.3e-117,391.7,62.9,AJV29673.1,0,1421.2,19.1,0,1420.8,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1252,NA,NA,NA,NA,NA,NA,NA,NA,1294342,GCA_000976965.3,PTHR12848.orig.30.pir,AJW15029.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJV29922.1,0,1421.6,18.8,0,1421.2,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM1273,NA,NA,NA,NA,NA,NA,NA,NA,1294343,GCA_000976995.2,PTHR12848.orig.30.pir,AJW15466.1,1.4e-117,392.5,64,3e-117,391.4,64,AJV30179.1,0,1420.1,19.5,0,1419.7,19.5,TCO and RAPTOR
Saccharomyces cerevisiae YJM1304,NA,NA,NA,NA,NA,NA,NA,NA,1294344,GCA_000977025.2,PTHR12848.orig.30.pir,AJW15907.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJV30422.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1307,NA,NA,NA,NA,NA,NA,NA,NA,1294345,GCA_000977055.4,PTHR12848.orig.30.pir,AJW16347.1,8.6e-117,389.8,66.5,1.7e-116,388.8,66.5,AJV30673.1,0,1418.7,19.9,0,1418.3,19.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1311,NA,NA,NA,NA,NA,NA,NA,NA,1294346,GCA_000977085.2,PTHR12848.orig.30.pir,AJW16782.1,1.3e-117,392.6,63.4,2.6999999999999997e-117,391.5,63.4,AJV30936.1,0,1419.3,19.8,0,1418.9,19.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM1326,NA,NA,NA,NA,NA,NA,NA,NA,1294347,GCA_000977115.3,PTHR12848.orig.30.pir,AJW17204.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJV31199.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1332,NA,NA,NA,NA,NA,NA,NA,NA,1294348,GCA_000977145.2,PTHR12848.orig.30.pir,AJW17650.1,2.1e-117,391.9,62.3,4.5e-117,390.8,62.3,AJV31457.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1336,NA,NA,NA,NA,NA,NA,NA,NA,1294349,GCA_000977175.3,PTHR12848.orig.30.pir,AJW18089.1,8.2e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJV31711.1,0,1420.8,19.3,0,1420.4,19.3,TCO and RAPTOR
Saccharomyces cerevisiae YJM1338,NA,NA,NA,NA,NA,NA,NA,NA,1294350,GCA_000977205.2,PTHR12848.orig.30.pir,AJW18528.1,4e-117,390.9,65.3,8.099999999999999e-117,389.9,65.3,AJV31971.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae YJM1341,NA,NA,NA,NA,NA,NA,NA,NA,1294351,GCA_000977235.2,PTHR12848.orig.30.pir,AJW18964.1,1.1999999999999999e-117,392.7,63,2.4999999999999996e-117,391.6,63,AJV32228.1,0,1421.6,19.4,0,1421.2,19.4,TCO and RAPTOR
Saccharomyces cerevisiae YJM1342,NA,NA,NA,NA,NA,NA,NA,NA,1294352,GCA_000977265.3,PTHR12848.orig.30.pir,AJW19395.1,4.5e-117,390.8,65.5,9.1e-117,389.8,65.5,AJV32455.1,0,1421.1,19,0,1420.7,19,TCO and RAPTOR
Saccharomyces cerevisiae YJM1355,NA,NA,NA,NA,NA,NA,NA,NA,1294353,GCA_000977295.3,PTHR12848.orig.30.pir,AJW19810.1,9.399999999999999e-117,389.7,65.6,1.8999999999999998e-116,388.7,65.6,AJV32715.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1356,NA,NA,NA,NA,NA,NA,NA,NA,1294354,GCA_000977325.2,PTHR12848.orig.30.pir,AJW00407.1,7.4e-118,393.4,62.2,1.6e-117,392.3,62.2,AJU16476.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1381,NA,NA,NA,NA,NA,NA,NA,NA,1294355,GCA_000977355.3,PTHR12848.orig.30.pir,AJW00846.1,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,AJU16735.1,0,1419.8,18.8,0,1419.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM1383,NA,NA,NA,NA,NA,NA,NA,NA,1294356,GCA_000977385.2,PTHR12848.orig.30.pir,AJW01283.1,7.8e-118,393.3,63.5,1.6999999999999998e-117,392.2,63.5,AJU16995.1,0,1418.7,19.9,0,1418.3,19.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1385,NA,NA,NA,NA,NA,NA,NA,NA,1294357,GCA_000977415.2,PTHR12848.orig.30.pir,AJW01718.1,3.1e-119,397.9,57.3,5.399999999999999e-119,397.1,57.3,AJU17249.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1386,NA,NA,NA,NA,NA,NA,NA,NA,1294358,GCA_000977445.2,PTHR12848.orig.30.pir,AJW02133.1,8.100000000000001e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,AJU17504.1,0,1419.8,19.4,0,1419.4,19.4,TCO and RAPTOR
Saccharomyces cerevisiae YJM1387,NA,NA,NA,NA,NA,NA,NA,NA,1294359,GCA_000977475.3,PTHR12848.orig.30.pir,AJW02559.1,4.6e-117,390.8,65.5,9.2e-117,389.8,65.5,AJU17763.1,0,1421,18.9,0,1420.6,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1388,NA,NA,NA,NA,NA,NA,NA,NA,1294360,GCA_000977505.2,PTHR12848.orig.30.pir,AJW03002.1,1.9e-117,392,64,4.0999999999999996e-117,390.9,64,AJU18023.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM1389,NA,NA,NA,NA,NA,NA,NA,NA,1294361,GCA_000977535.2,PTHR12848.orig.30.pir,AJW03439.1,2.1e-117,391.8,65.1,4.6e-117,390.7,65.1,AJU18275.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM1399,NA,NA,NA,NA,NA,NA,NA,NA,1294362,GCA_000977565.2,PTHR12848.orig.30.pir,AJW03877.1,7.300000000000001e-118,393.3,62.4,1.6e-117,392.2,62.4,AJU18518.1,0,1420.8,18.8,0,1420.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae YJM1400,NA,NA,NA,NA,NA,NA,NA,NA,1294363,GCA_000977595.3,PTHR12848.orig.30.pir,AJW04310.1,1.4e-117,392.5,64,3e-117,391.4,64,AJU18769.1,0,1420.5,19.1,0,1420.1,19.1,TCO and RAPTOR
Saccharomyces cerevisiae YJM1401,NA,NA,NA,NA,NA,NA,NA,NA,1294364,GCA_000977625.3,PTHR12848.orig.30.pir,AJW04743.1,3.6999999999999995e-117,391,64.5,7.9e-117,390,64.5,AJU19018.1,0,1420.2,18.7,0,1419.8,18.7,TCO and RAPTOR
Saccharomyces cerevisiae YJM1402,NA,NA,NA,NA,NA,NA,NA,NA,1294365,GCA_000977655.2,PTHR12848.orig.30.pir,AJW05180.1,4.0999999999999996e-117,390.9,65.3,8.099999999999999e-117,389.9,65.3,AJU19269.1,0,1420.7,18.9,0,1420.3,18.9,TCO and RAPTOR
Saccharomyces cerevisiae YJM1415,NA,NA,NA,NA,NA,NA,NA,NA,1294366,GCA_000977685.2,PTHR12848.orig.30.pir,AJW05619.1,1.1999999999999999e-117,392.7,63,2.4999999999999996e-117,391.6,63,AJU19526.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
